point_id,year,n_obs,ndvi_mean,ndvi_max,ndvi_min,ndvi_std,ndvi_slope,ndvi_drop,cluster,risk_level
"102057,180124",2022,36,0.3083187433333333,0.4228792,0.14649244,0.0785492269581624,0.0005497504288454,0.20928374,2,HIGH_RISK
"102057,180124",2023,33,0.2624999113636363,0.3834784,0.09768537,0.0795924151481757,0.0008694964743601,0.1597942,2,HIGH_RISK
"102057,180124",2024,29,0.2826643131034482,0.42555332,0.12136326,0.0763322943785599,0.0005525344509384,0.1590606,2,HIGH_RISK
"102057,180125",2022,36,0.2370509547222222,0.32387707,0.12658228,0.055593566229976,0.0001357402479879,0.1550459,1,MEDIUM_RISK
"102057,180125",2023,33,0.2131024551515151,0.28466293,0.07496136,0.064109415832214,0.0007066031220736,0.0849472299999999,0,LOW_RISK
"102057,180125",2024,29,0.2345463986206896,0.3952751,0.10666667,0.0696162540161974,0.0002635298257762,0.1864262,1,MEDIUM_RISK
"102057,180126",2022,36,0.2457235886111111,0.33374423,0.10010764,0.0677646683244088,0.0003978097218879,0.1668428199999999,0,LOW_RISK
"102057,180126",2023,33,0.2250076063333333,0.3100182,0.074059084,0.0728080989169114,0.0008778176049036,0.0,0,LOW_RISK
"102057,180126",2024,29,0.2516013858275862,0.3893177,0.09965338,0.075077631481798,0.000476940110582,0.15980313,0,LOW_RISK
"102057,180127",2022,36,0.3000744269444443,0.3869285,0.14520909,0.0773327442995224,0.0004744144885671,0.17424433,2,HIGH_RISK
"102057,180127",2023,34,0.2664341573529412,0.3545966,0.08196721,0.0816736337034715,0.0008227403380612,0.14768995,0,LOW_RISK
"102057,180127",2024,30,0.2772454826666667,0.41217697,0.13195796,0.071499017173086,0.0003666923612597,0.1549935699999999,2,HIGH_RISK
"102057,180128",2022,36,0.2280163952777778,0.29063252,0.09645609,0.0510657749055099,0.0003721902026325,0.10198175,1,MEDIUM_RISK
"102057,180128",2023,33,0.2112854203030303,0.2991453,0.0900474,0.058052290273599,0.0006706037917242,0.0,0,LOW_RISK
"102057,180128",2024,30,0.2242379953333333,0.3239766,0.12061175,0.0497476852400276,0.0001892353617384,0.11575558,1,MEDIUM_RISK
"102057,180129",2022,36,0.3108411825,0.4290271,0.1526371,0.0757867129094479,0.0008031202080857,0.1635772199999999,2,HIGH_RISK
"102057,180129",2023,32,0.3163849454999999,0.4429606,0.10128496,0.103174692126376,0.001201503251879,0.1692053499999999,2,HIGH_RISK
"102057,180129",2024,31,0.2717635738709678,0.3731167,0.14297386,0.057836733409257,0.0004168855838267,0.0871581,0,LOW_RISK
"102057,180130",2022,35,0.2907087025714286,0.4239609,0.15627293,0.0672350229927154,0.0007128494327101,0.1805461099999999,2,HIGH_RISK
"102057,180130",2023,32,0.2973851466875,0.42248836,0.09488481,0.0947109846830904,0.0010285917990991,0.1524921,2,HIGH_RISK
"102057,180130",2024,32,0.2699845478125,0.3881683,0.15608263,0.0513262563323341,0.0001717315601054,0.13575452,1,MEDIUM_RISK
"102057,180131",2022,35,0.2947133651428571,0.42345008,0.17208622,0.0650065997556762,0.0006537734162026,0.17640629,2,HIGH_RISK
"102057,180131",2023,32,0.29997951609375,0.4271861,0.111467525,0.0968257331685139,0.0009216355279711,0.17865307,2,HIGH_RISK
"102057,180131",2024,31,0.2923044483870968,0.385105,0.18262208,0.0527183496235712,0.0003769893898539,0.0970088399999999,1,MEDIUM_RISK
"102057,180132",2022,35,0.2467437948571428,0.34528846,0.17129463,0.0407347702342708,0.0003907039302486,0.1287517,1,MEDIUM_RISK
"102057,180132",2023,32,0.23510813375,0.31266665,0.11609603,0.0554682898232533,0.0005871669388173,0.0657061599999999,0,LOW_RISK
"102057,180132",2024,32,0.21764354875,0.32063076,0.16891892,0.0420096385844861,-0.0003865199460682,0.1219077,1,MEDIUM_RISK
"102057,180133",2022,35,0.2575112605714286,0.3399453,0.15308005,0.0476328844935475,0.000441080153363,0.12290676,1,MEDIUM_RISK
"102057,180133",2023,32,0.256723135,0.3514431,0.08259958,0.0837644631799741,0.0009136148403889,0.10956584,0,LOW_RISK
"102057,180133",2024,32,0.2267599560625,0.3854968,0.083987914,0.0592236237180561,-4.638538906369113e-05,0.1818931899999999,1,MEDIUM_RISK
"102058,180122",2022,36,0.2613048955555555,0.3882427,0.1319896,0.0658424776928202,0.0007275049791274,0.17210437,2,HIGH_RISK
"102058,180122",2023,33,0.2245397995454545,0.30969268,0.08010148,0.0681314855343594,0.0007350342177545,0.09199768,0,LOW_RISK
"102058,180122",2024,29,0.2089899555862068,0.3372781,0.106313646,0.0552545138380769,7.762237787786982e-05,0.15797518,1,MEDIUM_RISK
"102058,180123",2022,36,0.274789133611111,0.41707557,0.20834833,0.0533939081241829,0.0002604168077096,0.20872724,2,HIGH_RISK
"102058,180123",2023,33,0.2312981315151515,0.30356547,0.13526192,0.041597556796502,0.0002762206942697,0.06448331,1,MEDIUM_RISK
"102058,180123",2024,29,0.2276954417241379,0.38880166,0.14733747,0.0623247895044024,-0.0004556701137769,0.1966685299999999,1,MEDIUM_RISK
"102058,180124",2022,36,0.2613085641666666,0.34558228,0.1275441,0.0620186359242569,0.0004002959598345,0.15644816,1,MEDIUM_RISK
"102058,180124",2023,32,0.233957198875,0.3042917,0.093475774,0.0659608740773958,0.0007445947050102,0.0478276999999999,0,LOW_RISK
"102058,180124",2024,29,0.2463021479310345,0.3933251,0.10661157,0.0740478431955391,0.0003404872675667,0.1827590599999999,2,HIGH_RISK
"102058,180125",2022,36,0.2758622569444444,0.3646639,0.1565365,0.0582767529912454,0.0002127980075216,0.16864029,1,MEDIUM_RISK
"102058,180125",2023,33,0.2434202373939394,0.32011512,0.100889064,0.0630369468662643,0.000608101352068,0.1262911999999999,0,LOW_RISK
"102058,180125",2024,29,0.257210214137931,0.4295569,0.15789473,0.0646299985310019,5.019725027871496e-05,0.20679388,2,HIGH_RISK
"102058,180126",2022,36,0.2067489797222222,0.2863274,0.08790436,0.0560100015818811,0.0002313578245957,0.1501896,1,MEDIUM_RISK
"102058,180126",2023,34,0.1936687705882352,0.2697299,0.06379708,0.058745428680166,0.0006766354180142,0.0,0,LOW_RISK
"102058,180126",2024,29,0.2260092599655172,0.3393374,0.0852583,0.0663422570280915,0.000407885833684,0.12987537,0,LOW_RISK
"102058,180127",2022,36,0.2841061844444444,0.3898691,0.13739468,0.0732089173336791,0.000336378600376,0.20179289,2,HIGH_RISK
"102058,180127",2023,34,0.2414313960294117,0.32662755,0.07960369,0.0748010961266443,0.0007323860321923,0.1385389799999999,0,LOW_RISK
"102058,180127",2024,30,0.2576798866666667,0.38878843,0.12397696,0.0673857267421146,0.0003400056145536,0.1548623,0,LOW_RISK
"102058,180128",2022,36,0.2004506522222222,0.27885598,0.08509017,0.0478688031367907,0.0003366266672658,0.11165683,1,MEDIUM_RISK
"102058,180128",2023,34,0.178971505,0.26534858,0.06638001,0.056761852420835,0.0006851852513104,0.0,0,LOW_RISK
"102058,180128",2024,30,0.1944900144666666,0.2992661,0.09352518,0.0526452230686372,0.0002228210397269,0.1191017799999999,1,MEDIUM_RISK
"102058,180129",2022,36,0.2917922472222222,0.42685625,0.17681924,0.0604340890185397,0.0006894206968033,0.1659584,2,HIGH_RISK
"102058,180129",2023,33,0.283731042,0.3988237,0.12258065,0.0822225472284431,0.0009047460617542,0.09020462,0,LOW_RISK
"102058,180129",2024,31,0.2526118599999999,0.35199004,0.18607955,0.0377188969991656,0.0001230769581995,0.09495166,1,MEDIUM_RISK
"102058,180130",2022,35,0.2887822497142857,0.41050646,0.1567897,0.0677178328800371,0.00074354652691,0.15152258,2,HIGH_RISK
"102058,180130",2023,32,0.3031303448125,0.4415945,0.09104046,0.1034375300628294,0.0011599476048503,0.1676995299999999,2,HIGH_RISK
"102058,180130",2024,32,0.2772145459375,0.37235367,0.16970138,0.0431421515817246,0.000175037748858,0.11272727,1,MEDIUM_RISK
"102058,180131",2022,35,0.2810808694285713,0.40542275,0.16345817,0.060045451073141,0.0006008061965363,0.17020263,2,HIGH_RISK
"102058,180131",2023,32,0.2989236046875,0.4432161,0.10436433,0.0995337748497423,0.0010596456402061,0.15913777,2,HIGH_RISK
"102058,180131",2024,31,0.2816335619354839,0.3864492,0.18075912,0.0459224577332575,0.0002136832106807,0.1265338999999999,1,MEDIUM_RISK
"102058,180132",2022,35,0.2548585294285714,0.36400542,0.15800788,0.0520035268247703,0.0005214044993944,0.1445591,1,MEDIUM_RISK
"102058,180132",2023,32,0.25069081503125,0.34634802,0.11059008,0.0730204784287437,0.0007784884850199,0.1112733999999999,0,LOW_RISK
"102058,180132",2024,31,0.2462948925806451,0.30176806,0.18037416,0.0308295591547949,0.0001009737986697,0.0534096199999999,1,MEDIUM_RISK
"102058,180133",2022,35,0.2547858977142858,0.3433039,0.14882699,0.0504113296276542,0.0004810671828517,0.13136561,1,MEDIUM_RISK
"102058,180133",2023,32,0.25809332659375,0.36286202,0.072329685,0.0905256977246497,0.0009962404207367,0.11286202,0,LOW_RISK
